Original;Split
INS(ūmpsissent);INS(ū),INS(m),INS(p),INS(s),INS(i),INS(s),INS(s),INS(e),INS(n),INS(t)
INS(ūcāvissent);INS(ū),INS(c),INS(ā),INS(v),INS(i),INS(s),INS(s),INS(e),INS(n),INS(t)
INS(ūdēris);INS(ū),INS(d),INS(ē),INS(r),INS(i),INS(s)
INS(īvārum);INS(ī),INS(v),INS(ā),INS(r),INS(u),INS(m)
INS(ēlīvistis);INS(ē),INS(l),INS(ī),INS(v),INS(i),INS(s),INS(t),INS(i),INS(s)
INS(sissēmus);INS(s),INS(i),INS(s),INS(s),INS(ē),INS(m),INS(u),INS(s)
INS(ōserimus);INS(ō),INS(s),INS(e),INS(r),INS(i),INS(m),INS(u),INS(s)
INS(itibu);INS(i),INS(t),INS(i),INS(b),INS(u)
INS(ōti);INS(ō),INS(t),INS(i)
INS(īnārēmur);INS(ī),INS(n),INS(ā),INS(r),INS(ē),INS(m),INS(u),INS(r)
INS(ūrābāminī);INS(ū),INS(r),INS(ā),INS(b),INS(ā),INS(m),INS(i),INS(n),INS(ī)
INS(icēs);INS(i),INS(c),INS(ē),INS(s)
INS(ānāb);INS(ā),INS(n),INS(ā),INS(b)
INS(ūrāverām);INS(ū),INS(r),INS(ā),INS(v),INS(e),INS(r),INS(ā),INS(m)
INS(ātūrī);INS(ā),INS(t),INS(ū),INS(r),INS(ī)
INS(ītāver);INS(ī),INS(t),INS(ā),INS(v),INS(e),INS(r)
INS(ēcerās);INS(ē),INS(c),INS(e),INS(r),INS(ā),INS(s)
INS(sueris);INS(s),INS(u),INS(e),INS(r),INS(i),INS(s)
INS(īlī);INS(ī),INS(l),INS(ī)
INS(ūmātōr);INS(ū),INS(m),INS(ā),INS(t),INS(ō),INS(r)
INS(ōmē);INS(ō),INS(m),INS(ē)
INS(uerat);INS(u),INS(e),INS(r),INS(a),INS(t)
INS(īcāmus);INS(ī),INS(c),INS(ā),INS(m),INS(u),INS(s)
INS(ōnāverītis);INS(ō),INS(n),INS(ā),INS(v),INS(e),INS(r),INS(ī),INS(t),INS(i),INS(s)
INS(ōda);INS(ō),INS(d),INS(a)
INS(āgānō);INS(ā),INS(g),INS(ā),INS(n),INS(ō)
INS(ērum);INS(ē),INS(r),INS(u),INS(m)
INS(ntō);INS(n),INS(t),INS(ō)
INS(īnsānīrēr);INS(ī),INS(n),INS(s),INS(ā),INS(n),INS(ī),INS(r),INS(ē),INS(r)
INS(Plur);INS(P),INS(l),INS(u),INS(r)
INS(l);INS(l)
INS(ājētān);INS(ā),INS(j),INS(ē),INS(t),INS(ā),INS(n)
INS(īdāmur);INS(ī),INS(d),INS(ā),INS(m),INS(u),INS(r)
INS(ānūt);INS(ā),INS(n),INS(ū),INS(t)
INS(tāba);INS(t),INS(ā),INS(b),INS(a)
INS(īdābit);INS(ī),INS(d),INS(ā),INS(b),INS(i),INS(t)
INS(ēdi);INS(ē),INS(d),INS(i)
INS(āsō);INS(ā),INS(s),INS(ō)
INS(ēiī);INS(ē),INS(i),INS(ī)
INS(ēpētis);INS(ē),INS(p),INS(ē),INS(t),INS(i),INS(s)
INS(īrātam);INS(ī),INS(r),INS(ā),INS(t),INS(a),INS(m)
INS(ēminābā);INS(ē),INS(m),INS(i),INS(n),INS(ā),INS(b),INS(ā)
INS(ērāsistī);INS(ē),INS(r),INS(ā),INS(s),INS(i),INS(s),INS(t),INS(ī)
INS(ēvītā);INS(ē),INS(v),INS(ī),INS(t),INS(ā)
INS(ssē);INS(s),INS(s),INS(ē)
INS(āvābitis);INS(ā),INS(v),INS(ā),INS(b),INS(i),INS(t),INS(i),INS(s)
INS(īlū);INS(ī),INS(l),INS(ū)
INS(ūnū);INS(ū),INS(n),INS(ū)
INS(īgentur);INS(ī),INS(g),INS(e),INS(n),INS(t),INS(u),INS(r)
INS(ntāre);INS(n),INS(t),INS(ā),INS(r),INS(e)
INS(īcēnā);INS(ī),INS(c),INS(ē),INS(n),INS(ā)
INS(ōlō);INS(ō),INS(l),INS(ō)
INS(īserīmus);INS(ī),INS(s),INS(e),INS(r),INS(ī),INS(m),INS(u),INS(s)
INS(serimus);INS(s),INS(e),INS(r),INS(i),INS(m),INS(u),INS(s)
INS(ēmic);INS(ē),INS(m),INS(i),INS(c)
INS(ānāmus);INS(ā),INS(n),INS(ā),INS(m),INS(u),INS(s)
INS(īgārentur);INS(ī),INS(g),INS(ā),INS(r),INS(e),INS(n),INS(t),INS(u),INS(r)
INS(ēlīmāvī);INS(ē),INS(l),INS(ī),INS(m),INS(ā),INS(v),INS(ī)
INS(ōtan);INS(ō),INS(t),INS(a),INS(n)
INS(ōnu);INS(ō),INS(n),INS(u)
INS(ōrāba);INS(ō),INS(r),INS(ā),INS(b),INS(a)
INS(tōrāvera);INS(t),INS(ō),INS(r),INS(ā),INS(v),INS(e),INS(r),INS(a)
INS(rōcēdēbantu);INS(r),INS(ō),INS(c),INS(ē),INS(d),INS(ē),INS(b),INS(a),INS(n),INS(t),INS(u)
INS(ēpōtāvissēs);INS(ē),INS(p),INS(ō),INS(t),INS(ā),INS(v),INS(i),INS(s),INS(s),INS(ē),INS(s)
INS(ūnxerant);INS(ū),INS(n),INS(x),INS(e),INS(r),INS(a),INS(n),INS(t)
INS(ējōrārēris);INS(ē),INS(j),INS(ō),INS(r),INS(ā),INS(r),INS(ē),INS(r),INS(i),INS(s)
INS(ūdēs);INS(ū),INS(d),INS(ē),INS(s)
INS(ūdinem);INS(ū),INS(d),INS(i),INS(n),INS(e),INS(m)
INS(ēvās);INS(ē),INS(v),INS(ā),INS(s)
INS(uer);INS(u),INS(e),INS(r)
INS(rābāmu);INS(r),INS(ā),INS(b),INS(ā),INS(m),INS(u)
INS(teren);INS(t),INS(e),INS(r),INS(e),INS(n)
INS(ōniminī);INS(ō),INS(n),INS(i),INS(m),INS(i),INS(n),INS(ī)
INS(ētā);INS(ē),INS(t),INS(ā)
INS(ānōs);INS(ā),INS(n),INS(ō),INS(s)
INS(mur);INS(mu),INS(r)
INS(ūtāre);INS(ū),INS(t),INS(ā),INS(r),INS(e)
INS(ōnātur);INS(ō),INS(n),INS(ā),INS(t),INS(u),INS(r)
INS(ōdit);INS(ō),INS(d),INS(i),INS(t)
INS(xerītis);INS(x),INS(e),INS(r),INS(ī),INS(t),INS(i),INS(s)
INS(ālāre);INS(ā),INS(l),INS(ā),INS(r),INS(e)
INS(māre);INS(m),INS(ā),INS(r),INS(e)
INS(ēpēbat);INS(ē),INS(p),INS(ē),INS(b),INS(a),INS(t)
INS(ōlātō);INS(ō),INS(l),INS(ā),INS(t),INS(ō)
INS(ōnibu);INS(ō),INS(n),INS(i),INS(b),INS(u)
INS(ūrgārēt);INS(ū),INS(r),INS(g),INS(ā),INS(r),INS(ē),INS(t)
INS(ūtāvistis);INS(ū),INS(t),INS(ā),INS(v),INS(i),INS(s),INS(t),INS(i),INS(s)
INS(ōre);INS(ō),INS(r),INS(e)
INS(ītātō);INS(ī),INS(t),INS(ā),INS(t),INS(ō)
INS(ōnēō);INS(ō),INS(n),INS(ē),INS(ō)
INS(ēlā);INS(ē),INS(l),INS(ā)
INS(ēvī);INS(ē),INS(v),INS(ī)
INS(āmāb);INS(ā),INS(m),INS(ā),INS(b)
INS(īzārentur);INS(ī),INS(z),INS(ā),INS(r),INS(e),INS(n),INS(t),INS(u),INS(r)
INS(mīna);INS(m),INS(ī),INS(n),INS(a)
INS(īlātēs);INS(ī),INS(l),INS(ā),INS(t),INS(ē),INS(s)
INS(ācer);INS(ā),INS(c),INS(e),INS(r)
INS(uerās);INS(u),INS(e),INS(r),INS(ā),INS(s)
INS(suimu);INS(s),INS(u),INS(i),INS(m),INS(u)
INS(ueritis);INS(u),INS(e),INS(r),INS(i),INS(t),INS(i),INS(s)
INS(īrāb);INS(ī),INS(r),INS(ā),INS(b)
INS(ȳgō);INS(ȳ),INS(g),INS(ō)
INS(īlātāvist);INS(ī),INS(l),INS(ā),INS(t),INS(ā),INS(v),INS(i),INS(s),INS(t)
INS(ēgā);INS(ē),INS(g),INS(ā)
INS(rādātu);INS(r),INS(ā),INS(d),INS(ā),INS(t),INS(u)
INS(rēdēmu);INS(r),INS(ē),INS(d),INS(ē),INS(m),INS(u)
INS(āc);INS(ā),INS(c)
INS(ōmēbāmus);INS(ō),INS(m),INS(ē),INS(b),INS(ā),INS(m),INS(u),INS(s)
INS(ōnerēminī);INS(ō),INS(n),INS(e),INS(r),INS(ē),INS(m),INS(i),INS(n),INS(ī)
INS(ōrāverō);INS(ō),INS(r),INS(ā),INS(v),INS(e),INS(r),INS(ō)
INS(ōcārēminī);INS(ō),INS(c),INS(ā),INS(r),INS(ē),INS(m),INS(i),INS(n),INS(ī)
INS(ēnōnī);INS(ē),INS(n),INS(ō),INS(n),INS(ī)
INS(uērunt);INS(u),INS(ē),INS(r),INS(u),INS(n),INS(t)
INS(īvimus);INS(ī),INS(v),INS(i),INS(m),INS(u),INS(s)
INS(ūrō);INS(ū),INS(r),INS(ō)
INS(ūcānōr);INS(ū),INS(c),INS(ā),INS(n),INS(ō),INS(r)
INS(ōnēbāmus);INS(ō),INS(n),INS(ē),INS(b),INS(ā),INS(m),INS(u),INS(s)
INS(ēlābuntur);INS(ē),INS(l),INS(ā),INS(b),INS(u),INS(n),INS(t),INS(u),INS(r)
INS(ērīv);INS(ē),INS(r),INS(ī),INS(v)
INS(ōrītāverō);INS(ō),INS(r),INS(ī),INS(t),INS(ā),INS(v),INS(e),INS(r),INS(ō)
INS(ōlātīvō);INS(ō),INS(l),INS(ā),INS(t),INS(ī),INS(v),INS(ō)
INS(ūpissēs);INS(ū),INS(p),INS(i),INS(s),INS(s),INS(ē),INS(s)
INS(suerīmus);INS(s),INS(u),INS(e),INS(r),INS(ī),INS(m),INS(u),INS(s)
INS(īētis);INS(ī),INS(ē),INS(t),INS(i),INS(s)
INS(ēd);INS(ē),INS(d)
INS(rēminī);INS(r),INS(ē),INS(m),INS(i),INS(n),INS(ī)
INS(tīzen);INS(t),INS(ī),INS(z),INS(e),INS(n)
INS(ārāveris);INS(ā),INS(r),INS(ā),INS(v),INS(e),INS(r),INS(i),INS(s)
INS(īdēs);INS(ī),INS(d),INS(ē),INS(s)
INS(sī);INS(s),INS(ī)
INS(īgnōscār);INS(ī),INS(g),INS(n),INS(ō),INS(s),INS(c),INS(ā),INS(r)
INS(ueram);INS(u),INS(e),INS(r),INS(a),INS(m)
INS(ītis);INS(ī),INS(t),INS(i),INS(s)
INS(ēīs);INS(ē),INS(ī),INS(s)
INS(īdātā);INS(ī),INS(d),INS(ā),INS(t),INS(ā)
INS(āgōrum);INS(ā),INS(g),INS(ō),INS(r),INS(u),INS(m)
INS(rēbitu);INS(r),INS(ē),INS(b),INS(i),INS(t),INS(u)
INS(xērun);INS(x),INS(ē),INS(r),INS(u),INS(n)
INS(ūmō);INS(ū),INS(m),INS(ō)
INS(īme);INS(ī),INS(m),INS(e)
INS(īrēt);INS(ī),INS(r),INS(ē),INS(t)
INS(ōrābātu);INS(ō),INS(r),INS(ā),INS(b),INS(ā),INS(t),INS(u)
INS(ōnāmus);INS(ō),INS(n),INS(ā),INS(m),INS(u),INS(s)
INS(īgō);INS(ī),INS(g),INS(ō)
INS(tābun);INS(t),INS(ā),INS(b),INS(u),INS(n)
INS(uiss);INS(u),INS(i),INS(s),INS(s)
INS(rēpa);INS(r),INS(ē),INS(p),INS(a)
INS(ētōrum);INS(ē),INS(t),INS(ō),INS(r),INS(u),INS(m)
INS(rēnābitu);INS(r),INS(ē),INS(n),INS(ā),INS(b),INS(i),INS(t),INS(u)
INS(ēfīuntō);INS(ē),INS(f),INS(ī),INS(u),INS(n),INS(t),INS(ō)
INS(īrent);INS(ī),INS(r),INS(e),INS(n),INS(t)
INS(īuōrum);INS(ī),INS(u),INS(ō),INS(r),INS(u),INS(m)
INS(īvunt);INS(ī),INS(v),INS(u),INS(n),INS(t)
INS(īsāver);INS(ī),INS(s),INS(ā),INS(v),INS(e),INS(r)
INS(ēgātōnēs);INS(ē),INS(g),INS(ā),INS(t),INS(ō),INS(n),INS(ē),INS(s)
INS(ējūrēmus);INS(ē),INS(j),INS(ū),INS(r),INS(ē),INS(m),INS(u),INS(s)
INS(sūmpserīti);INS(s),INS(ū),INS(m),INS(p),INS(s),INS(e),INS(r),INS(ī),INS(t),INS(i)
INS(urābunt);INS(u),INS(r),INS(ā),INS(b),INS(u),INS(n),INS(t)
INS(īverīt);INS(ī),INS(v),INS(e),INS(r),INS(ī),INS(t)
INS(īverī);INS(ī),INS(v),INS(e),INS(r),INS(ī)
INS(āmārēmus);INS(ā),INS(m),INS(ā),INS(r),INS(ē),INS(m),INS(u),INS(s)
INS(ītōrum);INS(ī),INS(t),INS(ō),INS(r),INS(u),INS(m)
INS(ēlīs);INS(ē),INS(l),INS(ī),INS(s)
INS(ēma);INS(ē),INS(m),INS(a)
INS(rōdīrēmu);INS(r),INS(ō),INS(d),INS(ī),INS(r),INS(ē),INS(m),INS(u)
INS(ōdīvissēs);INS(ō),INS(d),INS(ī),INS(v),INS(i),INS(s),INS(s),INS(ē),INS(s)
INS(mūtē);INS(m),INS(ū),INS(t),INS(ē)
INS(tāvissen);INS(t),INS(ā),INS(v),INS(i),INS(s),INS(s),INS(e),INS(n)
INS(antāver);INS(a),INS(n),INS(t),INS(ā),INS(v),INS(e),INS(r)
INS(ūdēbām);INS(ū),INS(d),INS(ē),INS(b),INS(ā),INS(m)
INS(īmōsā);INS(ī),INS(m),INS(ō),INS(s),INS(ā)
INS(āten);INS(ā),INS(t),INS(e),INS(n)
INS(vī);INS(v),INS(ī)
INS(enu);INS(e),INS(n),INS(u)
INS(vit);INS(v),INS(i),INS(t)
INS(īnē);INS(ī),INS(n),INS(ē)
INS(uerim);INS(u),INS(e),INS(r),INS(i),INS(m)
INS(ēiōrābimu);INS(ē),INS(i),INS(ō),INS(r),INS(ā),INS(b),INS(i),INS(m),INS(u)
INS(īrem);INS(ī),INS(r),INS(e),INS(m)
INS(īxā);INS(ī),INS(x),INS(ā)
INS(rībuntu);INS(r),INS(ī),INS(b),INS(u),INS(n),INS(t),INS(u)
INS(ōnimur);INS(ō),INS(n),INS(i),INS(m),INS(u),INS(r)
INS(ūcāverint);INS(ū),INS(c),INS(ā),INS(v),INS(e),INS(r),INS(i),INS(n),INS(t)
INS(ībent);INS(ī),INS(b),INS(e),INS(n),INS(t)
INS(sset);INS(s),INS(s),INS(e),INS(t)
INS(ītēn);INS(ī),INS(t),INS(ē),INS(n)
INS(xuimus);INS(x),INS(u),INS(i),INS(m),INS(u),INS(s)
INS(tēban);INS(t),INS(ē),INS(b),INS(a),INS(n)
INS(īrāt);INS(ī),INS(r),INS(ā),INS(t)
INS(īdēbār);INS(ī),INS(d),INS(ē),INS(b),INS(ā),INS(r)
INS(īzātō);INS(ī),INS(z),INS(ā),INS(t),INS(ō)
INS(ūserat);INS(ū),INS(s),INS(e),INS(r),INS(a),INS(t)
INS(ācātī);INS(ā),INS(c),INS(ā),INS(t),INS(ī)
INS(ūrīnō);INS(ū),INS(r),INS(ī),INS(n),INS(ō)
INS(ēnūpsiss);INS(ē),INS(n),INS(ū),INS(p),INS(s),INS(i),INS(s),INS(s)
INS(īgā);INS(ī),INS(g),INS(ā)
INS(ōum);INS(ō),INS(u),INS(m)
INS(ōdūceret);INS(ō),INS(d),INS(ū),INS(c),INS(e),INS(r),INS(e),INS(t)
INS(ēiūrār);INS(ē),INS(i),INS(ū),INS(r),INS(ā),INS(r)
INS(īvē);INS(ī),INS(v),INS(ē)
INS(ōlōrum);INS(ō),INS(l),INS(ō),INS(r),INS(u),INS(m)
INS(ānāte);INS(ā),INS(n),INS(ā),INS(t),INS(e)
INS(ōnātō);INS(ō),INS(n),INS(ā),INS(t),INS(ō)
INS(issēmus);INS(i),INS(s),INS(s),INS(ē),INS(m),INS(u),INS(s)
INS(sēmu);INS(s),INS(ē),INS(m),INS(u)
INS(īxerāmus);INS(ī),INS(x),INS(e),INS(r),INS(ā),INS(m),INS(u),INS(s)
INS(īum);INS(ī),INS(u),INS(m)
INS(ērōdātis);INS(ē),INS(r),INS(ō),INS(d),INS(ā),INS(t),INS(i),INS(s)
INS(ēsīnārum);INS(ē),INS(s),INS(ī),INS(n),INS(ā),INS(r),INS(u),INS(m)
INS(āmābimur);INS(ā),INS(m),INS(ā),INS(b),INS(i),INS(m),INS(u),INS(r)
INS(īsāverīmu);INS(ī),INS(s),INS(ā),INS(v),INS(e),INS(r),INS(ī),INS(m),INS(u)
INS(ēceritis);INS(ē),INS(c),INS(e),INS(r),INS(i),INS(t),INS(i),INS(s)
INS(ēiūrēris);INS(ē),INS(i),INS(ū),INS(r),INS(ē),INS(r),INS(i),INS(s)
INS(ōcēdāris);INS(ō),INS(c),INS(ē),INS(d),INS(ā),INS(r),INS(i),INS(s)
INS(ūsū);INS(ū),INS(s),INS(ū)
INS(ūcāverit);INS(ū),INS(c),INS(ā),INS(v),INS(e),INS(r),INS(i),INS(t)
INS(ōrātae);INS(ō),INS(r),INS(ā),INS(t),INS(a),INS(e)
INS(ēnsēr);INS(ē),INS(n),INS(s),INS(ē),INS(r)
INS(tur);INS(t),INS(ur)
INS(serīs);INS(s),INS(e),INS(r),INS(ī),INS(s)
INS(ērex);INS(ē),INS(r),INS(e),INS(x)
INS(ore);INS(o),INS(r),INS(e)
INS(serint);INS(s),INS(e),INS(r),INS(i),INS(n),INS(t)
INS(ūditō);INS(ū),INS(d),INS(i),INS(t),INS(ō)
INS(ōrēris);INS(ō),INS(r),INS(ē),INS(r),INS(i),INS(s)
INS(ōrāveram);INS(ō),INS(r),INS(ā),INS(v),INS(e),INS(r),INS(a),INS(m)
INS(ūmiminī);INS(ū),INS(m),INS(i),INS(m),INS(i),INS(n),INS(ī)
INS(īdēb);INS(ī),INS(d),INS(ē),INS(b)
INS(ȳxem);INS(ȳ),INS(x),INS(e),INS(m)
INS(id);INS(i),INS(d)
INS(ōnāgēnā);INS(ō),INS(n),INS(ā),INS(g),INS(ē),INS(n),INS(ā)
INS(īcāle);INS(ī),INS(c),INS(ā),INS(l),INS(e)
INS(rēpēmu);INS(r),INS(ē),INS(p),INS(ē),INS(m),INS(u)
INS(ānīrēmus);INS(ā),INS(n),INS(ī),INS(r),INS(ē),INS(m),INS(u),INS(s)
INS(āgīs);INS(ā),INS(g),INS(ī),INS(s)
INS(ōrābāris);INS(ō),INS(r),INS(ā),INS(b),INS(ā),INS(r),INS(i),INS(s)
INS(ūnō);INS(ū),INS(n),INS(ō)
INS(ūbiminī);INS(ū),INS(b),INS(i),INS(m),INS(i),INS(n),INS(ī)
INS(ūrēbās);INS(ū),INS(r),INS(ē),INS(b),INS(ā),INS(s)
INS(īrē);INS(ī),INS(r),INS(ē)
INS(ōmā);INS(ō),INS(m),INS(ā)
INS(erant);INS(e),INS(r),INS(a),INS(n),INS(t)
INS(ēdinis);INS(ē),INS(d),INS(i),INS(n),INS(i),INS(s)
INS(ōnīnī);INS(ō),INS(n),INS(ī),INS(n),INS(ī)
INS(ēriāb);INS(ē),INS(r),INS(i),INS(ā),INS(b)
INS(ūrgābim);INS(ū),INS(r),INS(g),INS(ā),INS(b),INS(i),INS(m)
INS(īcīs);INS(ī),INS(c),INS(ī),INS(s)
INS(ōrē);INS(ō),INS(r),INS(ē)
INS(rōpōnerentu);INS(r),INS(ō),INS(p),INS(ō),INS(n),INS(e),INS(r),INS(e),INS(n),INS(t),INS(u)
INS(ēc);INS(ē),INS(c)
INS(ōnere);INS(ō),INS(n),INS(e),INS(r),INS(e)
INS(ētrīc);INS(ē),INS(t),INS(r),INS(ī),INS(c)
INS(ēvādēmur);INS(ē),INS(v),INS(ā),INS(d),INS(ē),INS(m),INS(u),INS(r)
INS(etī);INS(e),INS(t),INS(ī)
INS(īlātāb);INS(ī),INS(l),INS(ā),INS(t),INS(ā),INS(b)
INS(rēviss);INS(r),INS(ē),INS(v),INS(i),INS(s),INS(s)
INS(ibu);INS(i),INS(b),INS(u)
INS(ēcerint);INS(ē),INS(c),INS(e),INS(r),INS(i),INS(n),INS(t)
INS(mōrāle);INS(m),INS(ō),INS(r),INS(ā),INS(l),INS(e)
INS(ātu);INS(ā),INS(t),INS(u)
INS(ūtēs);INS(ū),INS(t),INS(ē),INS(s)
INS(teran);INS(t),INS(e),INS(r),INS(a),INS(n)
INS(ūrgābāt);INS(ū),INS(r),INS(g),INS(ā),INS(b),INS(ā),INS(t)
INS(ūtōr);INS(ū),INS(t),INS(ō),INS(r)
INS(ora);INS(o),INS(r),INS(a)
INS(re);INS(r),INS(e)
INS(ōnēbam);INS(ō),INS(n),INS(ē),INS(b),INS(a),INS(m)
INS(īnārum);INS(ī),INS(n),INS(ā),INS(r),INS(u),INS(m)
INS(ūnīvit);INS(ū),INS(n),INS(ī),INS(v),INS(i),INS(t)
INS(ūtāverīm);INS(ū),INS(t),INS(ā),INS(v),INS(e),INS(r),INS(ī),INS(m)
INS(ācīs);INS(ā),INS(c),INS(ī),INS(s)
INS(xerīs);INS(x),INS(e),INS(r),INS(ī),INS(s)
INS(īb);INS(ī),INS(b)
INS(ēlīrā);INS(ē),INS(l),INS(ī),INS(r),INS(ā)
INS(erim);INS(e),INS(r),INS(i),INS(m)
INS(īrūp);INS(ī),INS(r),INS(ū),INS(p)
INS(ītānī);INS(ī),INS(t),INS(ā),INS(n),INS(ī)
INS(1);INS(1)
INS(gēs);INS(g),INS(ē),INS(s)
INS(īmīs);INS(ī),INS(m),INS(ī),INS(s)
INS(ūbī);INS(ū),INS(b),INS(ī)
INS(ānārētur);INS(ā),INS(n),INS(ā),INS(r),INS(ē),INS(t),INS(u),INS(r)
INS(uissem);INS(u),INS(i),INS(s),INS(s),INS(e),INS(m)
INS(ētālē);INS(ē),INS(t),INS(ā),INS(l),INS(ē)
INS(ēvērunt);INS(ē),INS(v),INS(ē),INS(r),INS(u),INS(n),INS(t)
INS(sisset);INS(s),INS(i),INS(s),INS(s),INS(e),INS(t)
INS(ālīgā);INS(ā),INS(l),INS(ī),INS(g),INS(ā)
INS(ūrāre);INS(ū),INS(r),INS(ā),INS(r),INS(e)
INS(īdātōrum);INS(ī),INS(d),INS(ā),INS(t),INS(ō),INS(r),INS(u),INS(m)
INS(ēmīīs);INS(ē),INS(m),INS(ī),INS(ī),INS(s)
INS(ūtātō);INS(ū),INS(t),INS(ā),INS(t),INS(ō)
INS(ōgēnā);INS(ō),INS(g),INS(ē),INS(n),INS(ā)
INS(īderem);INS(ī),INS(d),INS(e),INS(r),INS(e),INS(m)
INS(īdīs);INS(ī),INS(d),INS(ī),INS(s)
INS(ever);INS(e),INS(v),INS(e),INS(r)
INS(ērōdiāna);INS(ē),INS(r),INS(ō),INS(d),INS(i),INS(ā),INS(n),INS(a)
INS(īgar);INS(ī),INS(g),INS(a),INS(r)
INS(ērās);INS(ē),INS(r),INS(ā),INS(s)
INS(māne);INS(m),INS(ā),INS(n),INS(e)
INS(ēsōlāvimu);INS(ē),INS(s),INS(ō),INS(l),INS(ā),INS(v),INS(i),INS(m),INS(u)
INS(ītābam);INS(ī),INS(t),INS(ā),INS(b),INS(a),INS(m)
INS(īpsissēt);INS(ī),INS(p),INS(s),INS(i),INS(s),INS(s),INS(ē),INS(t)
INS(ōrītāre);INS(ō),INS(r),INS(ī),INS(t),INS(ā),INS(r),INS(e)
INS(ītūrāv);INS(ī),INS(t),INS(ū),INS(r),INS(ā),INS(v)
INS(īgōbī1);INS(ī),INS(g),INS(ō),INS(b),INS(ī),INS(1)
INS(era);INS(e),INS(r),INS(a)
INS(ābē);INS(ā),INS(b),INS(ē)
INS(ēsc);INS(ē),INS(s),INS(c)
INS(ic);INS(i),INS(c)
INS(ārīs);INS(ā),INS(r),INS(ī),INS(s)
INS(sāvimu);INS(s),INS(ā),INS(v),INS(i),INS(m),INS(u)
INS(ūderētis);INS(ū),INS(d),INS(e),INS(r),INS(ē),INS(t),INS(i),INS(s)
INS(ōnē);INS(ō),INS(n),INS(ē)
INS(ēdin);INS(ē),INS(d),INS(i),INS(n)
INS(ūdis);INS(ū),INS(d),INS(i),INS(s)
INS(īābām);INS(ī),INS(ā),INS(b),INS(ā),INS(m)
INS(ītābuntur);INS(ī),INS(t),INS(ā),INS(b),INS(u),INS(n),INS(t),INS(u),INS(r)
INS(āsī);INS(ā),INS(s),INS(ī)
INS(issent);INS(i),INS(s),INS(s),INS(e),INS(n),INS(t)
INS(īdat);INS(ī),INS(d),INS(a),INS(t)
INS(īrāv);INS(ī),INS(r),INS(ā),INS(v)
INS(ūmāba);INS(ū),INS(m),INS(ā),INS(b),INS(a)
INS(ērādāris);INS(ē),INS(r),INS(ā),INS(d),INS(ā),INS(r),INS(i),INS(s)
INS(ōrāberis);INS(ō),INS(r),INS(ā),INS(b),INS(e),INS(r),INS(i),INS(s)
INS(ērādēbātu);INS(ē),INS(r),INS(ā),INS(d),INS(ē),INS(b),INS(ā),INS(t),INS(u)
INS(ōlī);INS(ō),INS(l),INS(ī)
INS(ānāce);INS(ā),INS(n),INS(ā),INS(c),INS(e)
INS(rīrē);INS(r),INS(ī),INS(r),INS(ē)
INS(ūtāvēr);INS(ū),INS(t),INS(ā),INS(v),INS(ē),INS(r)
INS(ūsī);INS(ū),INS(s),INS(ī)
INS(ib);INS(i),INS(b)
INS(erit);INS(e),INS(r),INS(i),INS(t)
INS(ūrātā);INS(ū),INS(r),INS(ā),INS(t),INS(ā)
INS(īgātur);INS(ī),INS(g),INS(ā),INS(t),INS(u),INS(r)
INS(ēlārum);INS(ē),INS(l),INS(ā),INS(r),INS(u),INS(m)
INS(tīverī);INS(t),INS(ī),INS(v),INS(e),INS(r),INS(ī)
INS(ētāvērun);INS(ē),INS(t),INS(ā),INS(v),INS(ē),INS(r),INS(u),INS(n)
INS(īcāl);INS(ī),INS(c),INS(ā),INS(l)
INS(ēcerat);INS(ē),INS(c),INS(e),INS(r),INS(a),INS(t)
INS(xērunt);INS(x),INS(ē),INS(r),INS(u),INS(n),INS(t)
INS(ānāverāmus);INS(ā),INS(n),INS(ā),INS(v),INS(e),INS(r),INS(ā),INS(m),INS(u),INS(s)
INS(ōrātō);INS(ō),INS(r),INS(ā),INS(t),INS(ō)
INS(ūnīta);INS(ū),INS(n),INS(ī),INS(t),INS(a)
INS(ōdībiminī);INS(ō),INS(d),INS(ī),INS(b),INS(i),INS(m),INS(i),INS(n),INS(ī)
INS(eru);INS(e),INS(r),INS(u)
INS(ōcūrāverint);INS(ō),INS(c),INS(ū),INS(r),INS(ā),INS(v),INS(e),INS(r),INS(i),INS(n),INS(t)
INS(ūdēbāt);INS(ū),INS(d),INS(ē),INS(b),INS(ā),INS(t)
INS(uerāt);INS(u),INS(e),INS(r),INS(ā),INS(t)
INS(ētūdin);INS(ē),INS(t),INS(ū),INS(d),INS(i),INS(n)
INS(ōgī);INS(ō),INS(g),INS(ī)
INS(ūtae);INS(ū),INS(t),INS(a),INS(e)
INS(ūnxim);INS(ū),INS(n),INS(x),INS(i),INS(m)
INS(ānēris);INS(ā),INS(n),INS(ē),INS(r),INS(i),INS(s)
INS(ōcērō);INS(ō),INS(c),INS(ē),INS(r),INS(ō)
INS(īrāverāmus);INS(ī),INS(r),INS(ā),INS(v),INS(e),INS(r),INS(ā),INS(m),INS(u),INS(s)
INS(averint);INS(a),INS(v),INS(e),INS(r),INS(i),INS(n),INS(t)
INS(ērāsiss);INS(ē),INS(r),INS(ā),INS(s),INS(i),INS(s),INS(s)
INS(ārāverint);INS(ā),INS(r),INS(ā),INS(v),INS(e),INS(r),INS(i),INS(n),INS(t)
