MorphFeature;DEL(c);DEL(coyer);DEL(r);DEL(re);INS(a);INS(ais);INS(an);INS(as);INS(e);INS(eis);INS(emos);INS(en);INS(es);INS(on);INS(y);INS(á);INS(án);INS(ás);INS(é);INS(éis);INS(ía);INS(íais);INS(íamos);INS(íeis);INS(íemos);INS(íen);INS(íes)
2,IPFV,LGSPEC3,SBJV,SG,V;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IPFV,LGSPEC3,SG;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,IPFV,LGSPEC3,SG,V;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,LGSPEC1,PL,PRF;-1.0;-1.0;-1.0;-1.0;-1.0;-0.884297520661157;-1.0;-1.0;-0.9173553719008265;0.6363636363636365;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,LGSPEC1,PL,PRF,PST;-1.0;-1.0;-1.0;-1.0;-1.0;-0.884297520661157;-1.0;-1.0;-0.9173553719008265;0.6363636363636365;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,LGSPEC1,PL,PRF,PST,V;-1.0;-1.0;-1.0;-1.0;-1.0;-0.884297520661157;-1.0;-1.0;-0.9173553719008265;0.6363636363636365;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,LGSPEC1,PL,PRF,V;-1.0;-1.0;-1.0;-1.0;-1.0;-0.884297520661157;-1.0;-1.0;-0.9173553719008265;0.6363636363636365;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,LGSPEC1,PL,PST,SBJV;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9545454545454546;-1.0;-1.0;-1.0;0.6363636363636365;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9696969696969697;-1.0;-0.8333333333333333;-1.0;-1.0;-1.0
2,LGSPEC1,PL,PST,SBJV,V;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9545454545454546;-1.0;-1.0;-1.0;0.6363636363636365;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9696969696969697;-1.0;-0.8333333333333333;-1.0;-1.0;-1.0
2,LGSPEC1,PL,SBJV;-1.0;-1.0;-1.0;-1.0;-1.0;-0.955223880597015;-1.0;-1.0;-1.0;0.6119402985074627;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9701492537313432;-1.0;-0.835820895522388;-1.0;-1.0;-1.0
2,LGSPEC1,PL,SBJV,V;-1.0;-1.0;-1.0;-1.0;-1.0;-0.955223880597015;-1.0;-1.0;-1.0;0.6119402985074627;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9701492537313432;-1.0;-0.835820895522388;-1.0;-1.0;-1.0
2,LGSPEC1,PRF,PST,SG;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9424460431654675;-0.9136690647482015;-1.0;-1.0;-1.0;0.7410071942446044;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,LGSPEC1,PRF,PST,SG,V;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9424460431654675;-0.9136690647482015;-1.0;-1.0;-1.0;0.7410071942446044;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,LGSPEC1,PRF,SG;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9424460431654675;-0.9136690647482015;-1.0;-1.0;-1.0;0.7410071942446044;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,LGSPEC1,PRF,SG,V;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9424460431654675;-0.9136690647482015;-1.0;-1.0;-1.0;0.7410071942446044;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,LGSPEC1,PST,SBJV,SG;-1.0;-1.0;-0.9833333333333334;-1.0;-1.0;-1.0;-1.0;-0.9333333333333333;-1.0;-1.0;-1.0;-1.0;0.8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,LGSPEC1,PST,SBJV,SG,V;-1.0;-1.0;-0.9833333333333334;-1.0;-1.0;-1.0;-1.0;-0.9333333333333333;-1.0;-1.0;-1.0;-1.0;0.8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,LGSPEC1,SBJV,SG;-1.0;-1.0;-0.9946949602122015;-1.0;-1.0;-1.0;-1.0;-0.9734748010610079;-1.0;-1.0;-1.0;-1.0;0.07161803713527859;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,LGSPEC1,SBJV,SG,V;-1.0;-1.0;-0.9946949602122015;-1.0;-1.0;-1.0;-1.0;-0.9734748010610079;-1.0;-1.0;-1.0;-1.0;0.07161803713527859;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,LGSPEC2,PL,PRF;-1.0;-1.0;-1.0;-1.0;-1.0;0.726027397260274;-1.0;-1.0;-0.9315068493150684;-0.9315068493150684;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,LGSPEC2,PL,PRF,PST;-1.0;-1.0;-1.0;-1.0;-1.0;0.726027397260274;-1.0;-1.0;-0.9315068493150684;-0.9315068493150684;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,LGSPEC2,PL,PRF,PST,V;-1.0;-1.0;-1.0;-1.0;-1.0;0.726027397260274;-1.0;-1.0;-0.9315068493150684;-0.9315068493150684;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,LGSPEC2,PL,PRF,V;-1.0;-1.0;-1.0;-1.0;-1.0;0.726027397260274;-1.0;-1.0;-0.9315068493150684;-0.9315068493150684;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,LGSPEC2,PL,PST,SBJV;-1.0;-1.0;-1.0;-1.0;-1.0;0.7557251908396947;-1.0;-1.0;-1.0;-0.9389312977099236;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.8931297709923665;-1.0;-0.9847328244274809;-1.0;-1.0;-1.0
2,LGSPEC2,PL,PST,SBJV,V;-1.0;-1.0;-1.0;-1.0;-1.0;0.7557251908396947;-1.0;-1.0;-1.0;-0.9389312977099236;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.8931297709923665;-1.0;-0.9847328244274809;-1.0;-1.0;-1.0
2,LGSPEC2,PL,SBJV;-1.0;-1.0;-1.0;-1.0;-1.0;0.7293233082706767;-1.0;-1.0;-1.0;-0.9398496240601504;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.8947368421052633;-1.0;-0.9849624060150375;-1.0;-1.0;-1.0
2,LGSPEC2,PL,SBJV,V;-1.0;-1.0;-1.0;-1.0;-1.0;0.7293233082706767;-1.0;-1.0;-1.0;-0.9398496240601504;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.8947368421052633;-1.0;-0.9849624060150375;-1.0;-1.0;-1.0
2,LGSPEC2,PRF,PST,SG;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.803030303030303;-0.893939393939394;-1.0;-1.0;-1.0;-0.9545454545454546;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,LGSPEC2,PRF,PST,SG,V;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.803030303030303;-0.893939393939394;-1.0;-1.0;-1.0;-0.9545454545454546;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,LGSPEC2,PRF,SG;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.803030303030303;-0.893939393939394;-1.0;-1.0;-1.0;-0.9545454545454546;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,LGSPEC2,PRF,SG,V;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.803030303030303;-0.893939393939394;-1.0;-1.0;-1.0;-0.9545454545454546;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,LGSPEC2,PST,SBJV,SG;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8345864661654134;-1.0;-1.0;-1.0;-1.0;-0.9398496240601504;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,LGSPEC2,PST,SBJV,SG,V;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.8345864661654134;-1.0;-1.0;-1.0;-1.0;-0.9398496240601504;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,LGSPEC3,PST,SBJV,SG;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,LGSPEC3,PST,SBJV,SG,V;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,LGSPEC3,SBJV,SG;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
2,LGSPEC3,SBJV,SG,V;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,COND,LGSPEC1,SG;-1.0;-1.0;-1.0;-1.0;-0.8666666666666667;-1.0;-1.0;-1.0;0.06666666666666665;-1.0;-1.0;-1.0;-1.0;-1.0;-0.8666666666666667;-1.0;-1.0;-1.0;-1.0;-1.0;-0.7333333333333334;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,COND,LGSPEC1,SG,V;-1.0;-1.0;-1.0;-1.0;-0.8666666666666667;-1.0;-1.0;-1.0;0.06666666666666665;-1.0;-1.0;-1.0;-1.0;-1.0;-0.8666666666666667;-1.0;-1.0;-1.0;-1.0;-1.0;-0.7333333333333334;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,COND,PL;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9230769230769231;-1.0;-0.8461538461538463;-1.0;-1.0;-0.8717948717948718;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.5384615384615385;-1.0
3,COND,PL,V;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9230769230769231;-1.0;-0.8461538461538463;-1.0;-1.0;-0.8717948717948718;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.5384615384615385;-1.0
3,COND,SG;-1.0;-1.0;-1.0;-1.0;-0.904109589041096;-1.0;-1.0;-1.0;-0.7945205479452055;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9863013698630136;-1.0;-1.0;-1.0;-1.0;-1.0;0.5342465753424657;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,COND,SG,V;-1.0;-1.0;-1.0;-1.0;-0.904109589041096;-1.0;-1.0;-1.0;-0.7945205479452055;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9863013698630136;-1.0;-1.0;-1.0;-1.0;-1.0;0.5342465753424657;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,FUT,IND,PL;-1.0;-1.0;-0.8954248366013071;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.8954248366013071;0.5816993464052287;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,FUT,IND,PL,V;-1.0;-1.0;-0.8954248366013071;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.8954248366013071;0.5816993464052287;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,FUT,IND,SG;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9047619047619047;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9880952380952381;0.6666666666666667;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,FUT,IND,SG,V;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9047619047619047;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9880952380952381;0.6666666666666667;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,FUT,PL;-1.0;-1.0;-0.8954248366013071;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.8954248366013071;0.5816993464052287;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,FUT,PL,V;-1.0;-1.0;-0.8954248366013071;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.8954248366013071;0.5816993464052287;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,FUT,SG;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9047619047619047;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9880952380952381;0.6666666666666667;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,FUT,SG,V;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9047619047619047;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9880952380952381;0.6666666666666667;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,LGSPEC1,PL;-1.0;-1.0;-0.9577464788732395;-1.0;-1.0;-1.0;-0.943661971830986;-1.0;-0.9577464788732395;-1.0;-1.0;0.647887323943662;-1.0;-0.9859154929577465;-0.9859154929577465;-1.0;-0.971830985915493;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,LGSPEC1,PL,PRF;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9365079365079365;-1.0;-0.9523809523809523;-1.0;-1.0;0.8571428571428572;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,LGSPEC1,PL,PRF,PST;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9365079365079365;-1.0;-0.9523809523809523;-1.0;-1.0;0.8571428571428572;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,LGSPEC1,PL,PRF,PST,V;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9365079365079365;-1.0;-0.9523809523809523;-1.0;-1.0;0.8571428571428572;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,LGSPEC1,PL,PRF,V;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9365079365079365;-1.0;-0.9523809523809523;-1.0;-1.0;0.8571428571428572;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,LGSPEC1,PL,PST;-1.0;-1.0;-0.9703703703703703;-1.0;-1.0;-1.0;-0.9407407407407407;-1.0;-0.9555555555555555;-1.0;-1.0;0.7333333333333334;-1.0;-0.9851851851851852;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,LGSPEC1,PL,PST,V;-1.0;-1.0;-0.9703703703703703;-1.0;-1.0;-1.0;-0.9407407407407407;-1.0;-0.9555555555555555;-1.0;-1.0;0.7333333333333334;-1.0;-0.9851851851851852;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,LGSPEC1,PL,V;-1.0;-1.0;-0.9577464788732395;-1.0;-1.0;-1.0;-0.943661971830986;-1.0;-0.9577464788732395;-1.0;-1.0;0.647887323943662;-1.0;-0.9859154929577465;-0.9859154929577465;-1.0;-0.971830985915493;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,LGSPEC1,PRF;-1.0;-1.0;-0.993103448275862;-1.0;-0.9655172413793103;-1.0;-0.9724137931034482;-1.0;0.020689655172413834;-1.0;-1.0;-0.19310344827586207;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,LGSPEC1,PRF,PST;-1.0;-1.0;-0.993103448275862;-1.0;-0.9655172413793103;-1.0;-0.9724137931034482;-1.0;0.020689655172413834;-1.0;-1.0;-0.19310344827586207;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,LGSPEC1,PRF,PST,SG;-1.0;-1.0;-0.9878048780487805;-1.0;-0.9390243902439024;-1.0;-1.0;-1.0;0.7682926829268293;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,LGSPEC1,PRF,PST,SG,V;-1.0;-1.0;-0.9878048780487805;-1.0;-0.9390243902439024;-1.0;-1.0;-1.0;0.7682926829268293;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,LGSPEC1,PRF,PST,V;-1.0;-1.0;-0.993103448275862;-1.0;-0.9655172413793103;-1.0;-0.9724137931034482;-1.0;0.020689655172413834;-1.0;-1.0;-0.19310344827586207;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,LGSPEC1,PRF,SG;-1.0;-1.0;-0.9878048780487805;-1.0;-0.9390243902439024;-1.0;-1.0;-1.0;0.7682926829268293;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,LGSPEC1,PRF,SG,V;-1.0;-1.0;-0.9878048780487805;-1.0;-0.9390243902439024;-1.0;-1.0;-1.0;0.7682926829268293;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,LGSPEC1,PRF,V;-1.0;-1.0;-0.993103448275862;-1.0;-0.9655172413793103;-1.0;-0.9724137931034482;-1.0;0.020689655172413834;-1.0;-1.0;-0.19310344827586207;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,LGSPEC1,PST,SG;-1.0;-1.0;-0.9879518072289157;-1.0;-0.9397590361445782;-1.0;-1.0;-1.0;0.7469879518072289;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,LGSPEC1,PST,SG,V;-1.0;-1.0;-0.9879518072289157;-1.0;-0.9397590361445782;-1.0;-1.0;-1.0;0.7469879518072289;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,LGSPEC1,SG;-1.0;-1.0;-0.9883040935672516;-1.0;-0.9415204678362574;-1.0;-1.0;-0.9883040935672516;0.695906432748538;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9883040935672516;-0.9883040935672516;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,LGSPEC1,SG,V;-1.0;-1.0;-0.9883040935672516;-1.0;-0.9415204678362574;-1.0;-1.0;-0.9883040935672516;0.695906432748538;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9883040935672516;-0.9883040935672516;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,LGSPEC2,PL;-1.0;-1.0;-0.9565217391304348;-1.0;-1.0;-1.0;0.5652173913043479;-1.0;-0.9420289855072463;-1.0;-1.0;-0.9275362318840579;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9855072463768115;-1.0
3,IND,LGSPEC2,PL,PRF;-1.0;-1.0;-0.984375;-1.0;-1.0;-1.0;0.6875;-1.0;-0.9375;-1.0;-1.0;-0.921875;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,LGSPEC2,PL,PRF,PST;-1.0;-1.0;-0.984375;-1.0;-1.0;-1.0;0.6875;-1.0;-0.9375;-1.0;-1.0;-0.921875;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,LGSPEC2,PL,PRF,PST,V;-1.0;-1.0;-0.984375;-1.0;-1.0;-1.0;0.6875;-1.0;-0.9375;-1.0;-1.0;-0.921875;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,LGSPEC2,PL,PRF,V;-1.0;-1.0;-0.984375;-1.0;-1.0;-1.0;0.6875;-1.0;-0.9375;-1.0;-1.0;-0.921875;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,LGSPEC2,PL,PST;-1.0;-1.0;-0.9558823529411764;-1.0;-1.0;-1.0;0.588235294117647;-1.0;-0.9411764705882353;-1.0;-1.0;-0.9264705882352942;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9852941176470589;-1.0
3,IND,LGSPEC2,PL,PST,V;-1.0;-1.0;-0.9558823529411764;-1.0;-1.0;-1.0;0.588235294117647;-1.0;-0.9411764705882353;-1.0;-1.0;-0.9264705882352942;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9852941176470589;-1.0
3,IND,LGSPEC2,PL,V;-1.0;-1.0;-0.9565217391304348;-1.0;-1.0;-1.0;0.5652173913043479;-1.0;-0.9420289855072463;-1.0;-1.0;-0.9275362318840579;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9855072463768115;-1.0
3,IND,LGSPEC2,PRF,PST,SG;-1.0;-1.0;-1.0;-1.0;0.5971223021582734;-1.0;-1.0;-1.0;-0.7985611510791366;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,LGSPEC2,PRF,PST,SG,V;-1.0;-1.0;-1.0;-1.0;0.5971223021582734;-1.0;-1.0;-1.0;-0.7985611510791366;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,IND,LGSPEC2,PRF,SG;-1.0;-1.0;-1.0;-1.0;0.5971223021582734;-1.0;-1.0;-1.0;-0.7985611510791366;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
