Left;Right;Operation;Object;MorphFeatures;Weight
rsi;>;INS;o;V,SBJV,PST,3,PL;9.21524e-05
radersi;>;INS;a;V,SBJV,PRS,1,SG;9.21194e-05
ster;>;DEL;e;V,IND,PST,3,PL,PFV;9.20864e-05
nt;re>;DEL;a;V,IND,FUT,1,PL;9.20536e-05
sel;a>;INS;v;V,IND,PST,3,PL,IPFV;9.20208e-05
ip;>;DEL;arsi;V,COND,2,PL;9.1988e-05
ire;>;INS;sca;V,SBJV,PRS,3,SG;9.19548e-05
du;e>;DEL;rr;V,IND,PST,2,SG,PFV;9.1922e-05
id;>;DEL;arsi;V,COND,3,SG;9.18892e-05
ma;si>;DEL;r;V.PTCP,PRS;9.18556e-05
og;>;DEL;liersi;V,POS,IMP,3,SG;9.18227e-05
ugn;re>;DEL;a;V,COND,3,PL;9.17896e-05
or;>;DEL;arsi;V,COND,3,SG;9.17568e-05
de;e>;DEL;r;V,SBJV,PST,3,SG;9.1724e-05
r;re>;DEL;a;V,IND,FUT,2,PL;9.16914e-05
a;si>;DEL;r;V.PTCP,PRS;9.16587e-05
incappott;i>;DEL;ars;V,POS,IMP,3,PL;9.16257e-05
gg;>;DEL;ere;V,IND,PRS,1,PL;9.1593e-05
a;e>;DEL;r;V,POS,IMP,2,PL;9.15602e-05
zz;i>;DEL;ars;V,SBJV,PRS,1,SG;9.15273e-05
ter;>;DEL;e;V,IND,PST,3,PL,PFV;9.14947e-05
d;re>;DEL;a;V,IND,FUT,2,PL;9.14621e-05
si;>;INS;a;V,SBJV,PRS,2,SG;9.14295e-05
rs;>;DEL;i;V,SBJV,PST,3,SG;9.13968e-05
si;>;INS;o;V,IND,PRS,1,SG;9.13639e-05
distrarre;>;INS;ggo;V,IND,PRS,1,SG;9.13311e-05
t;re>;DEL;a;V,IND,FUT,1,PL;9.12985e-05
a;si>;DEL;r;V,SBJV,PST,1,PL;9.12659e-05
spugn;re>;DEL;a;V,COND,3,PL;9.12334e-05
p;>;DEL;arsi;V,COND,2,PL;9.12008e-05
olfor;>;DEL;are;V,IND,PRS,2,SG;9.11683e-05
rreti;>;DEL;re;V,IND,PST,1,SG,IPFV;9.11358e-05
reti;>;DEL;re;V,IND,PST,1,SG,IPFV;9.11033e-05
lfor;>;DEL;are;V,IND,PRS,2,SG;9.10708e-05
d;>;DEL;arsi;V,COND,3,SG;9.10382e-05
g;>;DEL;liersi;V,POS,IMP,3,SG;9.10057e-05
riattacc;i>;DEL;ars;V,SBJV,PRS,2,SG;9.09731e-05
r;>;DEL;arsi;V,COND,3,SG;9.09404e-05
condurre;>;INS;ca;V,SBJV,PRS,2,SG;9.09079e-05
z;i>;DEL;ars;V,SBJV,PRS,1,SG;9.08753e-05
e;e>;DEL;r;V,SBJV,PST,3,SG;9.0843e-05
i;>;INS;a;V,SBJV,PRS,2,SG;9.08106e-05
adularsi;>;INS;erebbe;V,COND,3,SG;9.07782e-05
adersi;>;INS;a;V,SBJV,PRS,1,SG;9.07459e-05
pugn;re>;DEL;a;V,COND,3,PL;9.07135e-05
irreti;>;DEL;re;V,IND,PST,1,SG,IPFV;9.06812e-05
r;>;DEL;si;V,SBJV,PST,3,PL;9.06487e-05
t;>;DEL;arsi;V,IND,FUT,1,SG;9.06164e-05
gn;re>;DEL;a;V,COND,3,PL;9.0584e-05
strarre;>;INS;ggo;V,IND,PRS,1,SG;9.05517e-05
n;re>;DEL;a;V,COND,3,PL;9.05194e-05
brilluccic;re>;DEL;a;V,COND,3,SG;9.04871e-05
iattacc;i>;DEL;ars;V,SBJV,PRS,2,SG;9.04549e-05
trascura;>;DEL;rsi;V,IND,FUT,3,PL;9.04226e-05
conquist;>;DEL;arsi;V,COND,3,SG;9.03904e-05
conclu;ere>;DEL;d;V,IND,PST,3,PL,PFV;9.0358e-05
sbigott;i>;DEL;irs;V,IND,PST,1,PL,PFV;9.03258e-05
sbrilluccic;re>;DEL;a;V,COND,3,SG;9.02936e-05
dularsi;>;INS;erebbe;V,COND,3,SG;9.02613e-05
dersi;>;INS;a;V,SBJV,PRS,1,SG;9.0229e-05
ondurre;>;INS;ca;V,SBJV,PRS,2,SG;9.01969e-05
attacc;i>;DEL;ars;V,SBJV,PRS,2,SG;9.01646e-05
appott;i>;DEL;ars;V,POS,IMP,3,PL;9.01323e-05
elicit;are>;INS;av;V,IND,PST,3,SG,IPFV;9.01001e-05
eiett;re>;DEL;a;V,COND,3,PL;9.0068e-05
scontor;>;DEL;cere;V,IND,PST,1,SG,PFV;9.00359e-05
ndurre;>;INS;ca;V,SBJV,PRS,2,SG;9.00037e-05
ularsi;>;INS;erebbe;V,COND,3,SG;8.99716e-05
garb;re>;DEL;a;V,COND,3,SG;8.99395e-05
produ;si>;DEL;r;V.CVB,PRS;8.99075e-05
bigott;i>;DEL;irs;V,IND,PST,1,PL,PFV;8.98754e-05
felicit;are>;INS;av;V,IND,PST,3,SG,IPFV;8.98434e-05
trarre;>;INS;ggo;V,IND,PRS,1,SG;8.98113e-05
rilluccic;re>;DEL;a;V,COND,3,SG;8.97793e-05
estiv;re>;DEL;a;V,COND,2,PL;8.97473e-05
ricamb;i>;DEL;iars;V,COND,2,PL;8.97153e-05
iett;re>;DEL;a;V,COND,3,PL;8.96833e-05
licit;are>;INS;av;V,IND,PST,3,SG,IPFV;8.96513e-05
<frem;e>;DEL;er;V,IND,PST,1,PL,IPFV;8.96193e-05
nclu;ere>;DEL;d;V,IND,PST,3,PL,PFV;8.95874e-05
raffren;>;DEL;are;V,SBJV,PRS,2,SG;8.95554e-05
ascura;>;DEL;rsi;V,IND,FUT,3,PL;8.95235e-05
stiv;re>;DEL;a;V,COND,2,PL;8.94916e-05
lluccic;re>;DEL;a;V,COND,3,SG;8.94597e-05
illuccic;re>;DEL;a;V,COND,3,SG;8.94277e-05
larsi;>;INS;erebbe;V,COND,3,SG;8.93958e-05
ett;re>;DEL;a;V,COND,3,PL;8.9364e-05
eti;>;DEL;re;V,IND,PST,1,SG,IPFV;8.93321e-05
rarre;>;INS;ggo;V,IND,PRS,1,SG;8.93003e-05
durre;>;INS;ca;V,SBJV,PRS,2,SG;8.92684e-05
pott;i>;DEL;ars;V,POS,IMP,3,PL;8.92366e-05
rodu;si>;DEL;r;V.CVB,PRS;8.92048e-05
affren;>;DEL;are;V,SBJV,PRS,2,SG;8.9173e-05
arb;re>;DEL;a;V,COND,3,SG;8.91412e-05
icamb;i>;DEL;iars;V,COND,2,PL;8.91094e-05
clu;ere>;DEL;d;V,IND,PST,3,PL,PFV;8.90777e-05
accaff;>;DEL;are;V,SBJV,PRS,1,SG;8.90459e-05
tacc;i>;DEL;ars;V,SBJV,PRS,2,SG;8.90142e-05
scura;>;DEL;rsi;V,IND,FUT,3,PL;8.89825e-05
innaffi;e>;DEL;ar;V,IND,FUT,3,PL;8.89508e-05
ontor;>;DEL;cere;V,IND,PST,1,SG,PFV;8.8919e-05
odu;si>;DEL;r;V.CVB,PRS;8.88873e-05
gott;i>;DEL;irs;V,IND,PST,1,PL,PFV;8.88556e-05
lu;ere>;DEL;d;V,IND,PST,3,PL,PFV;8.8824e-05
autodefinir;si>;INS;e;V,COND,2,PL;8.87923e-05
re;>;INS;mmo;V,COND,1,PL;8.87606e-05
re;>;INS;sca;V,SBJV,PRS,3,SG;8.8729e-05
re;>;INS;ssi;V,SBJV,PST,1,SG;8.86974e-05
tiv;re>;DEL;a;V,COND,2,PL;8.86658e-05
camb;i>;DEL;iars;V,COND,2,PL;8.86342e-05
smerl;>;DEL;are;V,SBJV,PRS,3,SG;8.86026e-05
u;e>;DEL;rr;V,IND,PST,2,SG,PFV;8.8571e-05
si;>;INS;a;V,SBJV,PRS,1,SG;8.85395e-05
or;>;DEL;are;V,IND,PRS,2,SG;8.85079e-05
arsi;>;INS;erebbe;V,COND,3,SG;8.84764e-05
urre;>;INS;ca;V,SBJV,PRS,2,SG;8.84449e-05
rb;re>;DEL;a;V,COND,3,SG;8.84134e-05
icit;are>;INS;av;V,IND,PST,3,SG,IPFV;8.83818e-05
luccic;re>;DEL;a;V,COND,3,SG;8.83503e-05
rem;e>;DEL;er;V,IND,PST,1,PL,IPFV;8.83188e-05
cura;>;DEL;rsi;V,IND,FUT,3,PL;8.82874e-05
fend;i>;DEL;ers;V,IND,PRS,2,SG;8.82559e-05
ccaff;>;DEL;are;V,SBJV,PRS,1,SG;8.82245e-05
iforc;>;DEL;arsi;V,IND,PRS,1,SG;8.8193e-05
a;re>;INS;sse;V,SBJV,PST,3,PL;8.81616e-05
acc;i>;DEL;ars;V,SBJV,PRS,2,SG;8.81302e-05
ott;i>;DEL;ars;V,POS,IMP,3,PL;8.80988e-05
uist;>;DEL;arsi;V,COND,3,SG;8.80674e-05
utodefinir;si>;INS;e;V,COND,2,PL;8.8036e-05
m;are>;INS;i;V,SBJV,PRS,1,PL;8.80046e-05
t;are>;INS;i;V,IND,PRS,1,PL;8.79733e-05
ffren;>;DEL;are;V,SBJV,PRS,2,SG;8.79419e-05
tt;re>;DEL;a;V,COND,3,PL;8.79106e-05
u;ere>;DEL;d;V,IND,PST,3,PL,PFV;8.78793e-05
mpromettere;>;INS;iamo;V,SBJV,PRS,1,PL;8.78479e-05
discompor;>;DEL;re;V,IND,PST,3,PL,PFV;8.78166e-05
b;re>;DEL;a;V,COND,3,SG;8.77853e-05
nnaffi;e>;DEL;ar;V,IND,FUT,3,PL;8.7754e-05
uccic;re>;DEL;a;V,COND,3,SG;8.77228e-05
cit;are>;INS;av;V,IND,PST,3,SG,IPFV;8.76915e-05
compor;>;DEL;re;V,IND,PST,3,PL,PFV;8.76602e-05
du;si>;DEL;r;V.CVB,PRS;8.7629e-05
iv;re>;DEL;a;V,COND,2,PL;8.75978e-05
end;i>;DEL;ers;V,IND,PRS,2,SG;8.75666e-05
amb;i>;DEL;iars;V,COND,2,PL;8.75354e-05
fren;>;DEL;are;V,SBJV,PRS,2,SG;8.75042e-05
em;e>;DEL;er;V,IND,PST,1,PL,IPFV;8.7473e-05
todefinir;si>;INS;e;V,COND,2,PL;8.74418e-05
i;>;INS;o;V,IND,PRS,1,SG;8.74107e-05
rsi;>;INS;erebbe;V,COND,3,SG;8.73795e-05
rre;>;INS;ggo;V,IND,PRS,1,SG;8.73484e-05
rre;>;INS;ca;V,SBJV,PRS,2,SG;8.73173e-05
i;>;INS;a;V,SBJV,PRS,1,SG;8.72862e-05
r;>;DEL;are;V,IND,PRS,2,SG;8.72551e-05
risovve;ire>;DEL;n;V,IND,FUT,2,SG;8.7224e-05
tt;i>;DEL;ars;V,POS,IMP,3,PL;8.71929e-05
abbonacci;arsi>;INS;av;V,IND,PST,3,SG,IPFV;8.71618e-05
promettere;>;INS;iamo;V,SBJV,PRS,1,PL;8.71307e-05
cc;i>;DEL;ars;V,SBJV,PRS,2,SG;8.70997e-05
ist;>;DEL;arsi;V,COND,3,SG;8.70687e-05
v;re>;DEL;a;V,COND,2,PL;8.70376e-05
u;si>;DEL;r;V.CVB,PRS;8.70066e-05
merl;>;DEL;are;V,SBJV,PRS,3,SG;8.69756e-05
caff;>;DEL;are;V,SBJV,PRS,1,SG;8.69446e-05
bbonacci;arsi>;INS;av;V,IND,PST,3,SG,IPFV;8.69137e-05
ere;>;INS;i;V,POS,IMP,2,SG;8.68827e-05
rincivil;ire>;INS;iss;V,SBJV,PST,1,SG;8.68517e-05
are;>;INS;i;V,POS,IMP,3,SG;8.68208e-05
are;>;INS;mmo;V,IND,PST,1,PL,PFV;8.67899e-05
rsi;>;INS;vo;V,IND,PST,1,SG,IPFV;8.67589e-05
n;re>;DEL;a;V,COND,1,SG;8.6728e-05
ire;>;INS;ai;V,IND,FUT,2,SG;8.66645e-05
rsi;>;INS;ano;V,POS,IMP,3,PL;8.66319e-05
dilung;arsi>;INS;her;V,IND,FUT,2,SG;8.65993e-05
t;re>;DEL;a;V,COND,1,PL;8.65667e-05
tor;>;DEL;cere;V,IND,PST,1,SG,PFV;8.65341e-05
naffi;e>;DEL;ar;V,IND,FUT,3,PL;8.65016e-05
nd;i>;DEL;ers;V,IND,PRS,2,SG;8.6469e-05
ere;>;INS;ssimo;V,SBJV,PST,1,PL;8.64365e-05
it;are>;INS;av;V,IND,PST,3,SG,IPFV;8.64039e-05
are;>;INS;hi;V,SBJV,PRS,2,SG;8.63714e-05
isovve;ire>;DEL;n;V,IND,FUT,2,SG;8.63389e-05
are;>;INS;hino;V,SBJV,PRS,3,PL;8.63064e-05
mb;i>;DEL;iars;V,COND,2,PL;8.6274e-05
scompor;>;DEL;re;V,IND,PST,3,PL,PFV;8.62415e-05
incivil;ire>;INS;iss;V,SBJV,PST,1,SG;8.6209e-05
aff;>;DEL;are;V,SBJV,PRS,1,SG;8.61766e-05
ilung;arsi>;INS;her;V,IND,FUT,2,SG;8.61442e-05
re;>;INS;ca;V,SBJV,PRS,2,SG;8.61117e-05
si;>;INS;erebbe;V,COND,3,SG;8.60793e-05
c;i>;DEL;ars;V,SBJV,PRS,2,SG;8.6047e-05
m;e>;DEL;er;V,IND,PST,1,PL,IPFV;8.60146e-05
or;>;DEL;cere;V,IND,PST,1,SG,PFV;8.59822e-05
definir;si>;INS;e;V,COND,2,PL;8.59498e-05
affi;e>;DEL;ar;V,IND,FUT,3,PL;8.59175e-05
t;i>;DEL;ars;V,POS,IMP,3,PL;8.58852e-05
sovve;ire>;DEL;n;V,IND,FUT,2,SG;8.58529e-05
lung;arsi>;INS;her;V,IND,FUT,2,SG;8.58205e-05
forc;>;DEL;arsi;V,IND,PRS,1,SG;8.57883e-05
rs;>;DEL;i;V,COND,2,PL;8.5756e-05
re;>;INS;sti;V,IND,PST,2,SG,PFV;8.57237e-05
ra;>;DEL;rsi;V,IND,FUT,3,PL;8.56914e-05
st;>;DEL;arsi;V,COND,3,SG;8.56592e-05
t;i>;DEL;irs;V,IND,PST,1,PL,PFV;8.5627e-05
d;i>;DEL;ers;V,IND,PRS,2,SG;8.55948e-05
c;e>;DEL;ar;V,IND,FUT,1,SG;8.55625e-05
li;>;DEL;are;V,IND,PRS,2,SG;8.55304e-05
a;>;DEL;rsi;V.PTCP,PST;8.54982e-05
omettere;>;INS;iamo;V,SBJV,PRS,1,PL;8.5466e-05
imbianchire;>;INS;scono;V,IND,PRS,3,PL;8.54338e-05
sconvolg;>;DEL;ersi;V,POS,IMP,3,PL;8.54017e-05
rl;>;DEL;are;V,SBJV,PRS,3,SG;8.53695e-05
fi;e>;DEL;ar;V,IND,FUT,3,PL;8.53374e-05
iesprim;e>;DEL;er;V,IND,PST,3,PL,IPFV;8.53053e-05
b;i>;DEL;iars;V,COND,2,PL;8.52732e-05
ffi;e>;DEL;ar;V,IND,FUT,3,PL;8.52411e-05
ic;re>;DEL;a;V,COND,3,SG;8.5209e-05
nacci;arsi>;INS;av;V,IND,PST,3,SG,IPFV;8.5177e-05
radirsi;>;INS;te;V,COND,2,PL;8.51449e-05
mettere;>;INS;iamo;V,SBJV,PRS,1,PL;8.51129e-05
e;>;INS;ca;V,SBJV,PRS,2,SG;8.50809e-05
e;>;INS;ggo;V,IND,PRS,1,SG;8.50488e-05
r;>;DEL;cere;V,IND,PST,1,SG,PFV;8.50168e-05
ff;>;DEL;are;V,SBJV,PRS,1,SG;8.49849e-05
orc;>;DEL;arsi;V,IND,PRS,1,SG;8.49529e-05
ompor;>;DEL;re;V,IND,PST,3,PL,PFV;8.49209e-05
por;>;DEL;re;V,IND,PST,3,PL,PFV;8.4889e-05
t;>;DEL;arsi;V,COND,3,SG;8.4857e-05
ung;arsi>;INS;her;V,IND,FUT,2,SG;8.48251e-05
finir;si>;INS;e;V,COND,2,PL;8.47932e-05
convolg;>;DEL;ersi;V,POS,IMP,3,PL;8.47613e-05
civil;ire>;INS;iss;V,SBJV,PST,1,SG;8.47294e-05
zopp;re>;DEL;a;V,COND,3,SG;8.46975e-05
a;>;DEL;rsi;V,IND,PST,1,PL,PFV;8.46656e-05
a;>;DEL;re;V,IND,PST,2,SG,IPFV;8.46338e-05
d;>;DEL;ersi;V,IND,PRS,1,SG;8.46019e-05
asticare;>;INS;hi;V,SBJV,PRS,1,SG;8.45701e-05
acci;arsi>;INS;av;V,IND,PST,3,SG,IPFV;8.45383e-05
rc;>;DEL;arsi;V,IND,PRS,1,SG;8.45064e-05
accord;>;DEL;arsi;V,COND,1,PL;8.44746e-05
vve;ire>;DEL;n;V,IND,FUT,2,SG;8.44429e-05
l;>;DEL;are;V,SBJV,PRS,3,SG;8.44111e-05
ettere;>;INS;iamo;V,SBJV,PRS,1,PL;8.43793e-05
adirsi;>;INS;te;V,COND,2,PL;8.43476e-05
onvolg;>;DEL;ersi;V,POS,IMP,3,PL;8.43158e-05
boll;re>;DEL;a;V,COND,1,SG;8.42841e-05
perdurre;>;INS;ci;V,POS,IMP,2,SG;8.42524e-05
f;>;DEL;are;V,SBJV,PRS,1,SG;8.42207e-05
ng;arsi>;INS;her;V,IND,FUT,2,SG;8.4189e-05
tarp;are>;INS;av;V,IND,PST,3,SG,IPFV;8.41573e-05
sprim;e>;DEL;er;V,IND,PST,3,PL,IPFV;8.41257e-05
inir;si>;INS;e;V,COND,2,PL;8.4094e-05
n;>;DEL;are;V,SBJV,PRS,2,SG;8.40624e-05
ivil;ire>;INS;iss;V,SBJV,PST,1,SG;8.40307e-05
adesc;re>;DEL;a;V,IND,FUT,2,PL;8.39991e-05
ccanegg;re>;DEL;ia;V,COND,3,SG;8.39675e-05
barc;re>;DEL;a;V,COND,2,PL;8.39359e-05
compil;re>;DEL;a;V,COND,3,SG;8.39043e-05
ccord;>;DEL;arsi;V,COND,1,PL;8.38728e-05
opp;re>;DEL;a;V,COND,3,SG;8.38412e-05
nasco;>;DEL;ndere;V,IND,PST,1,SG,PFV;8.38096e-05
ttere;>;INS;iamo;V,SBJV,PRS,1,PL;8.37781e-05
omand;>;DEL;are;V,IND,PRS,1,SG;8.37466e-05
oll;re>;DEL;a;V,COND,1,SG;8.37151e-05
cci;arsi>;INS;av;V,IND,PST,3,SG,IPFV;8.36836e-05
re;>;INS;hino;V,SBJV,PRS,3,PL;8.36521e-05
i;e>;DEL;ar;V,IND,FUT,3,PL;8.36206e-05
dirsi;>;INS;te;V,COND,2,PL;8.35891e-05
g;arsi>;INS;her;V,IND,FUT,2,SG;8.35577e-05
ristringe;si>;DEL;r;V,SBJV,PST,2,SG;8.35263e-05
ticare;>;INS;hi;V,SBJV,PRS,1,SG;8.34948e-05
desc;re>;DEL;a;V,IND,FUT,2,PL;8.34634e-05
lis;are>;INS;i;V,SBJV,PRS,2,PL;8.3432e-05
isqualifica;re>;INS;he;V,COND,3,SG;8.34006e-05
nir;si>;INS;e;V,COND,2,PL;8.33692e-05
zz;are>;INS;i;V,POS,IMP,1,PL;8.33379e-05
ecializza;si>;DEL;r;V,SBJV,PST,3,SG;8.33065e-05
ianchire;>;INS;scono;V,IND,PRS,3,PL;8.32752e-05
imungere;>;INS;o;V,IND,PST,3,PL,PFV;8.32438e-05
eppelli;e>;DEL;r;V,IND,PST,2,PL,PFV;8.32125e-05
canegg;re>;DEL;ia;V,COND,3,SG;8.31812e-05
vil;ire>;INS;iss;V,SBJV,PST,1,SG;8.31499e-05
ompil;re>;DEL;a;V,COND,3,SG;8.31186e-05
c;>;DEL;arsi;V,IND,PRS,1,SG;8.30873e-05
cord;>;DEL;arsi;V,COND,1,PL;8.30561e-05
seppelli;e>;DEL;r;V,IND,PST,2,PL,PFV;8.30248e-05
salvaguard;re>;DEL;a;V,COND,3,PL;8.29936e-05
pp;re>;DEL;a;V,COND,3,SG;8.29623e-05
rdurre;>;INS;ci;V,POS,IMP,2,SG;8.29311e-05
is;are>;INS;i;V,SBJV,PRS,2,PL;8.28999e-05
istringe;si>;DEL;r;V,SBJV,PST,2,SG;8.28687e-05
cializza;si>;DEL;r;V,SBJV,PST,3,SG;8.28375e-05
arc;re>;DEL;a;V,COND,2,PL;8.28064e-05
irsi;>;INS;te;V,COND,2,PL;8.27752e-05
e;ire>;DEL;n;V,IND,FUT,2,SG;8.27441e-05
mungere;>;INS;o;V,IND,PST,3,PL,PFV;8.27129e-05
anegg;re>;DEL;ia;V,COND,3,SG;8.26818e-05
re;>;INS;rai;V,IND,FUT,2,SG;8.26507e-05
re;>;INS;hi;V,SBJV,PRS,2,SG;8.26196e-05
or;>;DEL;re;V,IND,PST,3,PL,PFV;8.25885e-05
alvaguard;re>;DEL;a;V,COND,3,PL;8.25574e-05
rim;e>;DEL;er;V,IND,PST,3,PL,IPFV;8.25264e-05
ll;re>;DEL;a;V,COND,1,SG;8.24953e-05
n;are>;INS;i;V,IND,PRS,1,PL;8.24643e-05
z;are>;INS;i;V,SBJV,PRS,2,PL;8.24333e-05
mpil;re>;DEL;a;V,COND,3,SG;8.24022e-05
icare;>;INS;hi;V,SBJV,PRS,1,SG;8.23712e-05
i;arsi>;INS;av;V,IND,PST,3,SG,IPFV;8.23402e-05
ngere;>;INS;o;V,IND,PST,3,PL,PFV;8.23093e-05
ta;si>;DEL;r;V,SBJV,PST,1,SG;8.22783e-05
ir;si>;INS;e;V,COND,2,PL;8.22473e-05
<;ci>;DEL;esser;V,IND,FUT,1,SG;8.22164e-05
nfoscarsi;>;INS;herebbero;V,COND,3,PL;8.21855e-05
ndolenzir;>;DEL;si;V,COND,3,PL;8.21545e-05
rc;re>;DEL;a;V,COND,2,PL;8.21236e-05
stringe;si>;DEL;r;V,SBJV,PST,2,SG;8.20927e-05
ord;>;DEL;arsi;V,COND,1,PL;8.20618e-05
esc;re>;DEL;a;V,IND,FUT,2,PL;8.20309e-05
durre;>;INS;ci;V,POS,IMP,2,SG;8.20001e-05
rp;are>;INS;av;V,IND,PST,3,SG,IPFV;8.19692e-05
pil;re>;DEL;a;V,COND,3,SG;8.19384e-05
qualifica;re>;INS;he;V,COND,3,SG;8.19076e-05
p;re>;DEL;a;V,COND,3,SG;8.18767e-05
and;>;DEL;are;V,IND,PRS,1,SG;8.18459e-05
ungere;>;INS;o;V,IND,PST,3,PL,PFV;8.18151e-05
pelli;e>;DEL;r;V,IND,PST,2,PL,PFV;8.17843e-05
ggrinz;ire>;INS;iv;V,IND,PST,2,SG,IPFV;8.17536e-05
sc;re>;DEL;a;V,IND,FUT,2,PL;8.17228e-05
s;are>;INS;i;V,SBJV,PRS,2,PL;8.16921e-05
giustific;i>;DEL;ars;V,SBJV,PRS,1,PL;8.16613e-05
chire;>;INS;scono;V,IND,PRS,3,PL;8.16306e-05
rsi;>;INS;te;V,COND,2,PL;8.15999e-05
sco;>;DEL;ndere;V,IND,PST,1,SG,PFV;8.15692e-05
mbozzim;>;DEL;are;V,POS,IMP,3,SG;8.15385e-05
ppelli;e>;DEL;r;V,IND,PST,2,PL,PFV;8.15078e-05
invaghirs;>;DEL;i;V,IND,PRS,3,PL;8.14771e-05
t;re>;DEL;a;V,COND,1,SG;8.14465e-05
ire;>;INS;sca;V,SBJV,PRS,1,SG;8.14158e-05
im;e>;DEL;er;V,IND,PST,3,PL,IPFV;8.13852e-05
urre;>;INS;ci;V,POS,IMP,2,SG;8.13546e-05
a;si>;DEL;r;V,SBJV,PST,2,SG;8.1324e-05
t;re>;DEL;a;V,COND,3,SG;8.12934e-05
foscarsi;>;INS;herebbero;V,COND,3,PL;8.12628e-05
are;>;INS;vi;V,IND,PST,2,SG,IPFV;8.12322e-05
e;>;INS;ssimo;V,SBJV,PST,1,PL;8.12016e-05
accieca;re>;INS;he;V,COND,1,PL;8.11711e-05
vaguard;re>;DEL;a;V,COND,3,PL;8.11405e-05
sgropp;re>;DEL;a;V,COND,1,PL;8.111e-05
tringe;si>;DEL;r;V,SBJV,PST,2,SG;8.10795e-05
l;re>;DEL;a;V,COND,1,SG;8.1049e-05
olg;>;DEL;ersi;V,POS,IMP,3,PL;8.10185e-05
grinz;ire>;INS;iv;V,IND,PST,2,SG,IPFV;8.0988e-05
c;re>;DEL;a;V,COND,2,PL;8.09575e-05
alizza;si>;DEL;r;V,SBJV,PST,3,SG;8.09271e-05
ozzim;>;DEL;are;V,POS,IMP,3,SG;8.08966e-05
alifica;re>;INS;he;V,COND,3,SG;8.08662e-05
bozzim;>;DEL;are;V,POS,IMP,3,SG;8.08357e-05
negg;re>;DEL;ia;V,COND,3,SG;8.08053e-05
nd;>;DEL;are;V,IND,PRS,1,SG;8.07749e-05
co;>;DEL;ndere;V,IND,PST,1,SG,PFV;8.07445e-05
ivid;ersi>;INS;evat;V,IND,PST,2,PL,IPFV;8.07142e-05
perdersi;>;INS;o;V,IND,PRS,1,SG;8.06838e-05
p;are>;INS;av;V,IND,PST,3,SG,IPFV;8.06534e-05
gropp;re>;DEL;a;V,COND,1,PL;8.06231e-05
rd;>;DEL;arsi;V,COND,1,PL;8.05927e-05
m;e>;DEL;er;V,IND,PST,3,PL,IPFV;8.05624e-05
olenzir;>;DEL;si;V,COND,3,PL;8.05321e-05
si;>;INS;te;V,COND,2,PL;8.05018e-05
are;>;INS;hi;V,SBJV,PRS,1,SG;8.04715e-05
ccieca;re>;INS;he;V,COND,1,PL;8.04412e-05
disdir;e>;INS;c;V,IND,PST,3,PL,IPFV;8.0411e-05
re;>;INS;i;V,IND,PST,1,SG,PFV;8.03807e-05
re;>;INS;va;V,IND,PST,3,SG,IPFV;8.03184e-05
a;i>;DEL;rs;V,IND,PST,2,SG,IPFV;8.02864e-05
rinz;ire>;INS;iv;V,IND,PST,2,SG,IPFV;8.02544e-05
lizza;si>;DEL;r;V,SBJV,PST,3,SG;8.02224e-05
dispa;re>;DEL;ri;V,IND,PST,3,SG,PFV;8.01904e-05
vid;ersi>;INS;evat;V,IND,PST,2,PL,IPFV;8.01585e-05
ificare;>;INS;hino;V,SBJV,PRS,3,PL;8.01265e-05
lg;>;DEL;ersi;V,POS,IMP,3,PL;8.00946e-05
erdersi;>;INS;o;V,IND,PRS,1,SG;8.00627e-05
riprend;>;DEL;ere;V,IND,PRS,1,PL;8.00307e-05
hire;>;INS;scono;V,IND,PRS,3,PL;7.99988e-05
gere;>;INS;o;V,IND,PST,3,PL,PFV;7.9967e-05
il;re>;DEL;a;V,COND,3,SG;7.99351e-05
gg;re>;DEL;ia;V,COND,3,SG;7.99032e-05
c;re>;DEL;a;V,IND,FUT,2,PL;7.98714e-05
zim;>;DEL;are;V,POS,IMP,3,SG;7.98395e-05
a;>;DEL;re;V,IND,PRS,1,PL;7.98077e-05
vaghirs;>;DEL;i;V,IND,PRS,3,PL;7.97759e-05
lifica;re>;INS;he;V,COND,3,SG;7.97441e-05
intossic;>;DEL;arsi;V,IND,FUT,2,PL;7.97123e-05
niverb;re>;DEL;a;V,IND,FUT,1,PL;7.96805e-05
ripercuoter;e>;INS;ss;V,IND,PST,3,SG,PFV;7.96488e-05
omolog;>;DEL;are;V,SBJV,PRS,3,SG;7.9617e-05
lenzir;>;DEL;si;V,COND,3,PL;7.95853e-05
ropp;re>;DEL;a;V,COND,1,PL;7.95535e-05
ire;>;INS;scono;V,IND,PRS,3,PL;7.95218e-05
scarsi;>;INS;herebbero;V,COND,3,PL;7.94901e-05
incall;>;DEL;ire;V,IND,PST,3,SG,PFV;7.94585e-05
einvent;>;DEL;arsi;V,IND,FUT,1,SG;7.94268e-05
ntossic;>;DEL;arsi;V,IND,FUT,2,PL;7.93951e-05
id;ersi>;INS;evat;V,IND,PST,2,PL,IPFV;7.93635e-05
inz;ire>;INS;iv;V,IND,PST,2,SG,IPFV;7.93318e-05
ispa;re>;DEL;ri;V,IND,PST,3,SG,PFV;7.93002e-05
stific;i>;DEL;ars;V,SBJV,PRS,1,PL;7.92686e-05
i;>;INS;te;V,COND,2,PL;7.9237e-05
o;>;DEL;ndere;V,IND,PST,1,SG,PFV;7.92054e-05
